524295	524287 
180234	180211 
32787	32776 
196630	196617 
368257	368253 
475162	475140 
163870	163851 
311330	311321 
49190	49127 
196615	196578 
559751	559736 
262189	262176 
253960	253944 
229426	229383 
360499	360489 
428724	428707 
49212	49204 
229439	229340 
81985	81879 
50194	50175 
147526	147468 
278600	278570 
573514	573363 
507979	507903 
423266	423227 
524367	524356 
557136	557110 
294993	294988 
311381	311372 
524378	524324 
491611	491601 
557148	557140 
488805	488755 
262240	262233 
196705	196668 
245858	245852 
327782	327731 
213097	213060 
180330	180295 
540780	540766 
360557	360533 
114798	114787 
248509	248493 
98418	98410 
409715	409679 
426100	425937 
371390	371375 
442491	442459 
32895	32878 
16512	16453 
229506	229501 
196743	196738 
98442	98431 
114829	114744 
330617	330569 
49296	49288 
65689	65589 
292207	292161 
483355	483309 
131242	131223 
385053	385027 
458928	458890 
475314	475306 
299521	299481 
82102	82086 
147640	147621 
262329	261640 
98493	98473 
49345	49335 
557256	557206 
360654	360607 
164047	164004 
180432	180427 
60019	59961 
278741	278732 
245975	245924 
49371	49309 
222	214 
344288	344252 
82147	82128 
213220	213186 
508137	508123 
180459	180439 
350806	350799 
429913	429867 
295151	294968 
98547	98533 
403717	403695 
459008	458981 
557315	557009 
82180	82152 
573701	573686 
464257	464232 
295177	295149 
114955	114942 
82192	82185 
274	264 
459027	459019 
262420	262368 
377111	376976 
393496	393432 
33049	33003 
278812	278652 
540957	540895 
377121	377092 
213286	213282 
311591	311570 
344114	344102 
508206	508159 
420573	420541 
82225	82200 
459061	459030 
131382	131320 
327999	327991 
491842	491820 
423308	423302 
166626	166600 
115023	114964 
344401	344181 
557397	557380 
155705	155684 
65880	65872 
147807	147787 
311648	311633 
82273	82260 
196963	196884 
576674	576665 
8252	8243 
390546	390535 
459121	459114 
543465	543445 
442744	442689 
295296	295282 
33153	33145 
196995	196975 
267670	267654 
453356	453224 
131466	131440 
16779	16741 
360847	360813 
147857	147806 
246162	246148 
164245	164235 
115096	115062 
442778	442637 
365978	365759 
328095	328072 
278944	278910 
541241	541133 
147877	147864 
541104	541096 
459185	459167 
229811	229643 
475575	475513 
98745	98638 
21919	21870 
229824	229777 
82369	82365 
278980	278949 
508357	508344 
115144	115128 
557514	557476 
426448	426426 
164305	164253 
213460	213441 
377301	377206 
246230	246215 
472	468 
131546	131480 
442447	442410 
98781	98770 
115167	115135 
131556	131530 
508389	508288 
540753	540730 
49642	49530 
229868	229856 
66029	66020 
16881	16813 
115187	115166 
305533	305445 
459258	459232 
475644	475588 
279040	279030 
115201	115185 
71083	71049 
524807	524732 
541194	541183 
328204	328188 
125698	125649 
459278	459266 
573968	573956 
393745	393702 
541203	541195 
557589	557527 
475675	475668 
164380	164355 
508447	508440 
328224	328201 
360994	360951 
82471	82464 
33334	33270 
295481	295463 
131643	131596 
197180	197000 
377408	377375 
573536	573530 
410181	410173 
197190	197143 
16967	16880 
148042	147984 
442957	442944 
33359	33290 
311888	311801 
262738	262695 
524883	524740 
568078	568074 
98903	98804 
213592	213534 
164449	164427 
295525	295509 
425561	425543 
322321	322275 
618	568 
17004	16993 
541300	541242 
442999	442986 
426621	426586 
538049	538043 
574088	574034 
131724	131704 
279181	279153 
443022	442897 
41069	40874 
197267	197246 
82030	81993 
311960	311951 
410269	410235 
341445	341422 
166683	166666 
557732	557723 
80766	80761 
279207	279022 
76572	76078 
82603	82503 
278642	278621 
393902	393881 
148144	148059 
131766	131737 
262843	262827 
17085	17071 
426686	426671 
524405	524402 
525003	524947 
361166	361151 
66257	66254 
492242	492221 
541397	541379 
459482	459479 
377566	377556 
33506	33437 
230117	230114 
131817	131794 
33514	33423 
279278	279248 
525040	525030 
361201	361176 
164596	164577 
148213	148158 
115450	115416 
19242	19192 
426763	426753 
131853	131836 
331184	331178 
361237	361218 
99095	99080 
17178	17167 
361244	361232 
410398	410388 
516131	516047 
443170	443142 
24710	24707 
508710	508684 
99112	98907 
115498	115473 
540807	540793 
17196	17188 
486671	486653 
361266	361234 
197427	197416 
145693	145656 
187156	187140 
410423	410402 
66360	66322 
197435	197429 
246590	246578 
377667	377611 
164677	164640 
213834	213814 
131916	131863 
328525	328518 
224056	223986 
17235	17227 
855	850 
361307	361265 
860	833 
557918	557912 
459615	459508 
115552	115533 
344929	344850 
479035	479025 
99182	99131 
230255	230249 
377713	377631 
33652	33639 
5485	5454 
246653	246644 
361342	361314 
379743	379699 
361350	361339 
63861	63817 
541580	541529 
363330	363289 
21997	21981 
426899	426887 
181140	181111 
492437	492431 
163993	163938 
99227	99200 
263068	263037 
82848	82831 
197540	197534 
508837	508800 
499868	499835 
938	932 
525230	525173 
213935	213755 
132016	132012 
426930	426904 
246707	246686 
312251	312194 
213948	213907 
148416	148396 
263107	263088 
33732	33553 
17349	17311 
164806	164727 
66505	66462 
50122	50103 
279499	279201 
476112	476086 
148436	148382 
361430	361409 
459735	459724 
377817	377749 
132060	132049 
541661	541649 
246752	246725 
197602	197541 
259579	259569 
410596	410592 
181221	181207 
50152	50145 
328682	328511 
82926	82921 
50163	50158 
345082	345051 
541691	541682 
230397	230380 
427007	426989 
508930	508914 
1028	1025 
181254	181243 
443399	443351 
525321	525187 
312338	312293 
132117	132112 
181270	181263 
328728	328711 
251396	251153 
295962	295837 
166746	166732 
448005	447790 
377008	377001 
17445	17413 
240476	240467 
361516	361488 
132141	132127 
1070	1055 
558128	558110 
508977	508963 
525362	525350 
33844	33837 
230453	230435 
394297	394263 
214074	214054 
263227	263217 
164929	164892 
574534	574443 
279624	279613 
181323	181309 
345165	345127 
17487	17473 
296016	296002 
83025	82954 
346979	346913 
66646	66615 
160433	160400 
115807	115794 
541792	541659 
410725	410703 
509037	509011 
50287	50274 
459888	459832 
17521	17505 
492659	492635 
427124	427112 
443509	443502 
246902	246854 
377982	377932 
66687	66646 
409793	409790 
165001	164991 
66698	66641 
296075	296051 
558220	558189 
345230	345218 
148623	148591 
296080	296037 
525461	525428 
17563	17538 
1181	1175 
296094	296062 
547241	547235 
279720	279682 
181422	181402 
33972	33961 
161311	161259 
33980	33974 
132285	132280 
443584	443571 
1217	1199 
165058	165006 
345284	345254 
263365	263313 
181446	181441 
197831	197825 
509129	509108 
66764	66761 
345295	345183 
541909	541794 
394454	394424 
150393	150385 
498142	498102 
296153	296144 
410844	410710 
115933	115902 
194085	194035 
328930	328680 
17635	17604 
95782	95697 
132330	132307 
558317	558302 
136744	136710 
345330	345301 
418003	417990 
279798	279724 
303316	303294 
541946	541895 
410877	410854 
230654	230651 
148735	148713 
394496	394481 
99596	99548 
66832	66819 
50450	50414 
345371	345332 
115996	115986 
83229	83212 
165151	165075 
155867	155828 
328999	328986 
476458	476430 
148779	148774 
17710	17703 
247088	247061 
329009	328937 
181560	181543 
460089	460072 
378170	378152 
558398	558380 
17728	17724 
427329	427297 
99650	99629 
329028	328948 
460103	460031 
268156	268131 
214347	214294 
132429	132379 
197966	197909 
17743	17739 
34128	34078 
542033	541997 
410962	410928 
460116	460093 
347022	346987 
279895	279882 
574809	574789 
464443	464439 
83301	83278 
128572	128556 
443761	443721 
296307	296173 
144958	144906 
230774	230750 
66935	66824 
519060	518971 
411002	410948 
165244	165240 
542077	542070 
558463	558435 
172267	172254 
558468	558460 
427399	427389 
117889	117864 
312713	312653 
99728	99722 
476565	476506 
263578	263544 
378267	378259 
99740	99731 
230816	230801 
312737	312728 
17828	17768 
460198	460191 
279976	279966 
486300	486265 
230828	230822 
443821	443796 
66990	66979 
148911	148906 
1457	1439 
188659	188652 
469918	469908 
198070	197664 
394680	394657 
529994	529865 
17854	17841 
525759	525703 
558533	558521 
34246	34116 
374348	374318 
443850	443842 
296395	296283 
329164	329127 
99789	99745 
148944	148912 
2979	2971 
132567	132544 
476632	476604 
83418	83410 
148958	148955 
493023	493018 
67040	66947 
181731	181654 
312808	312252 
1514	1508 
574958	574934 
411124	411042 
467198	467189 
280054	280014 
542200	542163 
214527	214498 
493058	492995 
558596	558581 
542214	542197 
50695	50685 
165387	165052 
150445	150438 
345617	345605 
443922	443860 
525844	525789 
17941	17868 
542231	542216 
296475	296440 
509470	509334 
345631	345306 
230944	230814 
149028	149005 
169564	169473 
460330	460320 
214571	214544 
13917	13891 
1584	1567 
214578	214528 
360713	360701 
359099	359048 
76432	76416 
221450	221438 
280126	280086 
247361	247355 
424130	424124 
165448	165378 
411221	411200 
510906	510814 
181854	181825 
329316	329251 
263782	263754 
476779	476772 
362093	361961 
202344	202336 
576446	576422 
132735	132709 
231041	231026 
247426	247122 
476806	476781 
149130	149110 
231052	230952 
34449	34432 
444051	444037 
463411	463401 
532762	532710 
378526	378519 
22128	22051 
50851	50829 
509607	509542 
345776	345707 
444081	444052 
542389	542280 
247479	247450 
296632	296616 
526009	525990 
493248	493129 
100037	100022 
181959	181948 
280267	280260 
460494	460372 
247503	247498 
132816	132793 
18139	18132 
54906	54886 
116446	116439 
378593	378557 
34530	34495 
247527	247510 
509672	509669 
198378	198367 
394990	394968 
427759	427536 
231155	231146 
444148	444120 
431742	431659 
493306	493272 
493313	493283 
427779	427756 
22145	22130 
296712	296629 
247565	247544 
319789	319737 
362261	362243 
493335	493315 
285391	285381 
100127	100121 
558880	558627 
460578	460555 
149283	149269 
182052	182038 
79494	79477 
246065	246053 
165672	165643 
362285	362270 
345906	345895 
94444	94428 
526134	526072 
558903	558877 
460600	460593 
345917	345911 
426293	426245 
280384	280356 
247617	247594 
214852	214848 
67403	67394 
198477	198457 
477007	476991 
116560	116514 
83793	83788 
231254	231248 
427868	427841 
51037	50976 
395105	394985 
132965	132782 
526183	526164 
313193	313025 
116588	116585 
264045	264019 
149360	149312 
247671	247642 
165753	165718 
528989	528986 
411517	411507 
460670	460637 
93163	93129 
51076	51057 
313221	313213 
82938	82930 
1927	1923 
67468	67440 
182157	182146 
420845	420704 
133008	132994 
34709	34700 
198553	198522 
542618	542612 
444320	444281 
313250	313238 
34723	34713 
23472	23443 
509867	509846 
100268	100241 
329647	329640 
247728	247720 
231346	231252 
526259	526241 
83895	83887 
1981	1965 
280510	280500 
231359	231260 
214978	214926 
559046	559040 
145057	145047 
460744	460722 
44023	44010 
362444	362381 
303437	303353 
264145	264138 
542675	542642 
378841	378729 
165852	165832 
395230	395217 
51168	51100 
575458	575448 
149475	149455 
2020	2007 
100325	100304 
477158	477128 
51176	51167 
559081	559074 
215020	215013 
18414	18349 
116722	116712 
444405	444370 
493561	493545 
470015	470006 
34812	34801 
509952	509854 
83970	83926 
493572	493558 
526344	526321 
264202	264147 
313355	313274 
51217	51147 
2073	2014 
165915	165862 
133148	133061 
2078	2072 
44037	43984 
395297	395225 
123227	123191 
100388	100373 
378917	378908 
84006	84001 
285400	285396 
18478	18474 
477231	477202 
67640	67601 
2115	2086 
280644	280528 
116806	116802 
378955	378918 
84044	83969 
204112	204096 
6072	6013 
477268	477162 
51286	51279 
329815	329757 
362584	362481 
149595	149572 
313438	313368 
493262	493253 
247910	247772 
149607	149599 
526440	526390 
280682	280679 
395372	395336 
18544	18540 
477298	477294 
460916	460910 
116857	116850 
231548	231452 
182397	182356 
215170	215163 
542852	542840 
166023	165961 
428169	428152 
116874	116806 
411788	411740 
2191	2178 
297109	297081 
166038	166024 
559259	559193 
2209	2199 
67749	67735 
297126	297076 
133287	133276 
477354	477346 
215212	215190 
558124	557946 
493745	493709 
18613	18609 
526518	526507 
166074	166063 
346301	346271 
362686	362607 
247999	247974 
379074	379051 
215239	215223 
95948	95918 
51403	51357 
493773	493720 
215250	215149 
116950	116904 
477408	477385 
226485	226477 
329954	329948 
116971	116955 
2284	2280 
166125	166087 
67830	67768 
379134	379117 
559359	559318 
51463	51459 
347180	347042 
542986	542940 
329995	329952 
231692	231686 
133398	133390 
46809	46789 
467081	467018 
510237	510133 
346403	346397 
313640	313541 
276188	276149 
18730	18726 
183346	183321 
395567	395486 
182577	182560 
115738	115719 
51508	51498 
18744	18703 
248122	248007 
67902	67882 
51519	51508 
411970	411909 
41355	41350 
408707	408656 
149829	149818 
67916	67652 
395597	395585 
510287	510269 
493904	493892 
133458	133420 
35159	35153 
84312	84082 
166233	166210 
330075	330061 
67933	67914 
18788	18743 
538342	538293 
35179	35160 
213394	213390 
444785	444698 
461170	461016 
264568	264540 
477561	477550 
248187	248158 
215422	215343 
410005	409953 
362882	362807 
100739	100691 
346500	346477 
575878	575811 
265281	265273 
379272	379204 
2443	2424 
231823	231753 
264594	264253 
84371	84356 
395668	395655 
182677	182673 
280982	280949 
293050	293034 
362904	362851 
493982	493967 
51615	51601 
205760	205751 
444839	444833 
35241	35215 
362923	362895 
18860	18857 
248237	248168 
543150	543127 
264624	264607 
117172	117114 
199093	199083 
313782	313765 
133562	133451 
84412	84390 
494016	494002 
477633	477601 
93259	93252 
248260	248241 
297415	297291 
346568	346565 
35916	35842 
281036	280988 
510420	510412 
428502	428485 
264663	264646 
500132	500099 
486479	486446 
526812	526735 
395741	395735 
51680	51659 
117217	117207 
2530	2487 
297445	297435 
68071	68025 
166377	166324 
395758	395751 
284413	284400 
199152	199078 
150003	149968 
362996	362984 
264696	264688 
363604	363588 
313850	313820 
128767	128688 
205226	205178 
68094	68059 
543231	543226 
463270	463254 
346633	346380 
2578	2535 
100883	100847 
18964	18906 
559645	559629 
2591	2582 
494114	494105 
330275	330248 
281124	281116 
571220	571211 
395818	395775 
231981	231970 
576049	575982 
133686	133570 
526903	526866 
461369	461354 
182844	182830 
259159	259017 
19009	18990 
297540	297442 
363077	363011 
68169	68140 
199242	199228 
445004	444983 
35406	35368 
182864	182393 
428627	428501 
117334	117312 
100952	100916 
382735	382680 
140844	140836 
543330	543322 
481041	481033 
232041	232009 
19051	19032 
35439	35434 
510577	510561 
133747	133671 
84596	84578 
445045	444996 
313978	313959 
84605	84599 
248452	248436 
363141	363070 
393665	393590 
420972	420967 
494219	494207 
150157	150114 
2702	2681 
210712	210693 
330386	330365 
117396	116926 
517286	517262 
297632	297617 
415811	415796 
182947	182928 
101039	101030 
150192	150172 
156104	156086 
527028	526939 
182965	182961 
68280	68239 
502900	502887 
412346	412322 
494269	494256 
428735	428636 
35521	35517 
19138	19128 
2760	2605 
412362	412354 
576203	576200 
281292	281143 
314061	314026 
379599	379555 
199377	199351 
182995	182988 
494305	494283 
363234	363220 
559843	559836 
262609	262590 
346857	346846 
527092	527016 
2806	2799 
19192	19182 
445179	445075 
183037	183012 
543486	543475 
461568	461542 
445568	445559 
576260	576245 
298113	298108 
527117	527096 
84752	84746 
510739	510729 
527125	527115 
19222	19212 
418265	418253 
215834	215825 
68379	68359 
379683	379654 
133924	133914 
428838	428827 
183082	183042 
281388	281356 
82399	82389 
284335	284298 
579381	579358 
84800	84794 
101186	101171 
166723	166713 
543558	543535 
215881	215652 
188898	188890 
303587	303551 
543573	543559 
510809	510722 
232282	232278 
418545	418411 
543581	543092 
123365	123347 
478050	477955 
265059	265024 
559973	559964 
166761	166750 
576364	576261 
522203	522149 
79677	79666 
461237	461204 
154195	154176 
183154	183147 
314228	314225 
117625	117615 
101243	101225 
311786	311774 
35713	35676 
543894	543868 
576390	576373 
68487	68416 
543624	543610 
35721	35710 
363405	363373 
199566	199558 
428943	428935 
44184	44176 
412564	412536 
117653	117647 
232348	232308 
19357	19332 
2974	2874 
510880	510873 
68513	68501 
150435	150412 
491294	491186 
166827	166807 
199596	199567 
215981	215978 
330676	330615 
494517	494497 
461752	461727 
199610	199160 
84923	84914 
428988	428968 
117694	117672 
117702	117640 
355490	355484 
134095	134043 
461778	461752 
510938	510905 
19420	19389 
379872	379861 
297959	297947 
150504	150469 
19623	19252 
314354	314306 
456531	456502 
543732	543700 
341844	341827 
3070	3003 
412673	412667 
347142	347086 
478218	478195 
451074	451036 
191596	191586 
220629	220579 
419339	419324 
19483	19458 
